은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,1,목적,"이 약관은 “대출이동시스템을 통한 대환대출서비스”를 이용하는 고객과 금융회사 간의 서비스 이용
에 관한 제반 사항을 규정함을 목적으로 합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,2,용어의 정의,"① 이 약관에서 사용하는 용어의 정의는 다음의 각 호와 같습니다.
1. “대출이동시스템을 통한 대환대출서비스”(이하 “본 서비스”)라 함은 고객이 대출보유기관 방
문없이 대출이동시스템을 통해 본인명의 대출을 일괄조회하여 기존대출을 상환하고, 신규
대출을 실행할 수 있는 서비스를 의미합니다.
2. “대출이동시스템”이라함은 고객으로부터 대출 정보조회 및 상환에 대한 위임을 받은 금융회
사 등이 금융결제원을 통해 금융회사에 개설된 고객의 대출정보를 일괄조회하고, 조회한
대출을 상환할 수 있는 온라인 시스템을 의미합니다.
3. “신규기관”이란 타사 대출 대환을 전제로 신규대출을 취급하는 금융회사를 의미합니다.
4. “보유기관”이란 상환할 기존대출을 보유한 금융회사를 의미합니다.
5. “개인신용대출”이라 함은 무담보 순수 신용 가계자금대출(건별대출, 장기카드대출(카드론) 등)
및 비상금대출(SGI서울보증보험 담보 300만원 이하 마이너스통장대출)을 의미합니다. 다만,
현금서비스의 경우 개인신용대출로 취급하지 않습니다.
6. “상환”이라 함은 대출원리금 및 제비용 등의 채무금액의 전체 또는 일부를 변제하는 것을 말
하며, 채무금액 전체를 변제하는 경우는 해당 대출을 해지하는 것까지 포함합니다.
7. “금융회사”라 함은 본 서비스에 참가 중인 은행, 저축은행, 신용카드사, 캐피탈사 등을 의미
합니다.
8.“비대면 채널”이라 함은 인터넷 홈페이지 또는 모바일 애플리케이션 등을 의미합니다.
② 이 약관에서 별도로 정하지 아니한 용어는 「은행법」, 「상호저축은행법」, 「여신전문금융업법」,
「전자금융거래법」등에서 정하는 바에 따릅니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,3,이용대상,"본 서비스는 만 19세 미만 미성년자 및 외국인을 제외한 개인에 한해 이용할 수 있으며 법인, 임의
단체는 이용할 수 없습니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,4,이용채널,고객은 금융회사의 영업점 또는 비대면 채널(이하 “이용채널”)에서 본 서비스를 이용할 수 있습니다.
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,5,이용방법,"고객은 본 서비스를 제공하는 금융회사의 정책에 따른 본인확인 및 고유식별번호 검증을 마친 후 본
서비스를 이용할 수 있습니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,6,대출정보조회,"① 고객은 이용채널에서 제5조에 의한 검증 완료 후 본 서비스에 참가한 금융회사에 개설된 고객
본인 명의 개인신용대출 정보를 조회할 수 있습니다. 그러나 보유기관에서 확인된 사망자 및
주민등록번호 중복자 대출, 공동명의 대출, 후견인이 피후견인 명의로 신청한 대출, (군인)공제
회 대출, 고객이 전자금융거래 제한을 설정한 계좌 등의 대출 관련 정보는 본 서비스를 통해
조회할 수 없습니다.
② 고객이 특정 금융회사에 본인명의 대출을 30개 초과하여 보유하고 있는 경우에는, 본 서비스
를 통해 30개까지의 대출정보만 조회 가능합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,7,대출실행 및 대출상환,"① 고객은 이용채널에서 신규기관과 본 서비스 관련 계약(약정)을 체결함으로써 신규대출 실행 및
보유기관에 개설되어 있는 개인신용대출을 상환할 수 있습니다.
② 고객은 신규기관에게 기존대출 상환을 위임하고, 상환을 위임받은 신규기관은 보유기관 상환계
좌(가상계좌 등)에 입금처리를 통해 기존대출을 상환합니다.
③「금융소비자보호법」 제46조(청약의 철회)에 의거하여 철회권 행사 가능한 대출, 연체대출, 선납
이자 환출 불가한 대출, 본 서비스 이용 신청 당일 부채증명원 및 예금잔액증명서가 발급된
대출, 중도상환수수료가 없는 대출 중 신규대출 약정일로부터 6개월이 경과하지 않은 대출 등
의 경우에는 본 서비스를 통한 대출상환이 불가합니다.
④ 상환할 대출이 한도대출인 경우 신규기관에서 본 서비스 관련 계약(약정) 체결 후 상환을 위한
과정에서 기존대출 상환금액 확정을 위하여 기존 대출계좌에 일시적인 지급정지 및 입금정지
가 발생할 수 있습니다.
⑤ 기존대출 상환 실패 시 신규기관에서 실행된 신규대출 계약은 취소됩니다.
⑥ 기존대출 상환 결과를 확인할 수 없을 경우, 신규대출계약과 기존대출 상환요청은 취소될 수
있으며, 상환 결과가 확인 완료될 때까지 대출금 지급이 제한될 수 있습니다.
⑦ 신규대출 연계계좌에서 기존대출 상환을 위한 상환금액이 출금되어 자동으로 기존대출을 상환
할 수 있습니다.
⑧ 「금융소비자보호법」 제46조(청약의 철회)에 의거한 대출계약 철회는 신규기관을 통해 실행한
신규대출계약에만 적용되며, 대출이동시스템을 통해서 정상적으로 상환 완료한 기존대출은 상
환 취소할 수 없습니다.
⑨ 신규기관은 고객의 기존대출과 관련하여 선납금액이 있는 경우에, 고객에게 선납금액이 있음을
안내하여야 합니다.
⑩ 고객이 신규기관을 통해 특정 대출에 대하여 본 서비스를 통한 대출상환을 요청한 이후에는
당일 내 다른 금융회사를 통해 해당 대출에 대하여 본 서비스를 통한 대출상환을 요청할 수
없습니다.
⑪ 동 조 제10항에도 불구하고 고객이 신규기관을 통해 특정 대출에 대하여 본 서비스를 통한 대
출상환을 요청하였으나, 대환대출이 취소 처리(신규기관 장애 등)된 경우에는 당일 내 금융회
사를 통해 다시 본 서비스를 통한 대출상환을 요청할 수 있습니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,8,위험의 고지 및 동의,"① 본 서비스는 온라인 시스템을 통해 제공되는 서비스로, 시스템의 제약으로 인해 기존대출의 상
환 실패 등이 발생하는 경우 고객에게 의도하지 않은 불이익이 발생할 위험이 있습니다.
② 신규기관은 제1항의 내용을 서비스 화면 또는 홈페이지 등을 통해 고객에게 고지하며 고객은
이에 대해 동의를 한 후에 본 서비스를 이용할 수 있습니다.
③ 제2항의 조치는 신규기관이 고객에 대해 부담하는 법률적 책임에 영향을 미치지 않습니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,9,장애 시의 처리,"금융회사는 통신장애 등의 사유로 인하여 대출이동서비스를 원활하게 제공하는 것이 불가능한 경우
에는 이용채널을 통해 고객에게 이를 즉시 통지하여야 합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,10,손해배상 및 면책,"① 고객이 정상적으로 서비스를 신청하였음에도 불구하고, 신규기관의 고의 또는 과실로 고객에게
손해가 발생한 경우 신규기관은 손해의 전부 또는 일부를 배상합니다. 단, 신규기관이 고객의
고의 또는 과실이 있었음을 증명하거나 보유기관 또는 금융결제원의 고의 또는 과실로 손해가
발생한 경우 손해에 대한 책임의 전부 또는 일부를 지지 아니합니다.
② 제1항에도 불구하고, 고객이 비대면 채널을 통해 본 서비스를 이용하는 과정에서 발생한 손해
에 관한 신규기관의 배상책임에 대해서는 전자금융거래법 등 다른 법령 및 전자금융거래기본
약관에 고객에게 유리하게 적용할 수 있는 규정이 있는 경우에는 해당 법령 및 약관이 우선
적용됩니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,11,고객의 의무,"① 고객은 본 약관에서 고지하는 내용을 확인하고 준수하여야 합니다.
② 고객은 서비스를 이용하여 기존대출을 상환하고 신규대출을 실행 시 스스로의 책임 하에 서비
스 이용 신청에 동의하고 상환을 진행하여야 합니다.
③ 고객은 서비스와 관련하여 본인의 명의가 도용되거나 제3자에게 부정하게 사용된 것을 인지하
는 경우 즉시 그 사실을 금융회사에 통보하여야 합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,12,약관의 변경,"「은행여신거래기본약관」, 「상호저축은행 여신거래기본약관」, 「여신금융회사 표준 여신거래기본약관」,
「신용카드 개인회원 표준약관」의 약관의 변경 조항을 준용합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,13,이 약관에 정하지 아니한 사항,"① 이 약관에서 정하지 아니한 사항은 각 항을 준용합니다.
1. 은행의 경우 「은행여신거래기본약관」
2. 저축은행의 경우 「상호저축은행 여신거래기본약관」
3. 카드사, 캐피탈사의 경우 「여신금융회사 표준 여신거래기본약관」, 「신용카드 개인회원
표준약관」
② 동 조 제1항에서 정하지 않은 사항에 대하여는 다른 약정이 없으면 「은행법」, 「상호저축은행
법」, 「여신전문금융업법」등 관계법령을 적용합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,14,분쟁처리 및 분쟁조정,"이 약관의 분쟁처리 및 분쟁조정에 대해서는 「은행여신거래기본약관」,「상호저축은행 여신거래기본약
관」, 「여신금융회사 표준 여신거래기본약관」, 「신용카드 개인회원 표준약관」을 준용합니다."
KB_bank,대출,대출이동시스템을 통한 대환대출서비스 이용약관,15,관할법원,이 약관과 관련하여 발생한 분쟁의 관할법원은 민사소송법에서 정하는 바에 따릅니다.
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,전문,,"은행은 채무자 및 담보제공자에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래
기본약관 및 이 약정서의 1부를 교부하여야 합니다.
주식회사 국민은행 (주택도시기금 업무수탁은행) 앞 20 년 월 일
채 무 자 (인)
주 소
담보제공자 (인)
주 소
본인은 국토교통부 기금운용계획에 따라 주택도시기금으로 지원되는 수익공유형 및 손익공유형 모기지
대출 중 모기지 대출을 받기 위하여 국민은행과 체결한 년 월 일자
대출거래약정서(주택도시기금대출:가계용) 및 은행여신거래기본약관(가계용)에 추가하여 다음 각 사항을
약정하기로 합니다.
■ 용어의 정의"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,1,처분손익 또는 평가손익,"① 주택 매입가격은 대출받은 자가 매입시 매매계약서에 기재한 가격을, 주택 매각가격은 대출
받은 자가 매각시 매매계약서에 기재한 가격을 말합니다.
② 시세조사가격은 한국부동산원이 조사한 주택가격을, 시세감정가격은 국토교통부장관이 지정한
감정평가기관(“이하 감정평가기관)이 시세감정한 주택가격을 말합니다.
③ 처분손익이란 매각가격에서 매입가격을 차감한 금액을 말합니다. 다만, 매각가격을 미통보한
경우 제 7 조에 따라 처분손익을 산정하고, 주택매각가격을 감정평가기관의 시세감정가격 보다
5%(3 억원 이하 주택의 경우) 또는 15 백만원(3 억원 초과 주택의 경우) 이상 적게 신고할
경우에는 제 8 조에 따라 처분손익을 산정합니다.
④ 평가손익이란 주택을 매각하지 않고(상속 및 증여를 포함), 만기 또는 조기에 대출금을 전액
상환하는 경우 주택의 시세감정가격에서 매입가격을 차감한 금액을 말합니다.
⑤ 재개발·재건축 등의 사유로 해당 주택이 멸실되는 경우와 리모델링으로 인해 중도상환하는
경우에는「도시 및 주거환경정비법」 제 48 조 제⑤항 제 1 호에 의한 ""종전 토지 및 건축물의
가격""에서 매입가격을 차감한 금액을 평가손익으로 합니다.
⑥ 법적절차에 의한 경우에는 낙찰가격에서 매입가격을 차감한 금액을 처분손익으로 합니다.
⑦ 처분손익(평가손익)은 소유권 이전과 관련된 제반 비용, 주택 수리비용 등은 감안하지 않기로 합니다.
⑧ 처분손익은 주택매각에 따른 대출금 상환시(대출개시 3 년 초과) 양도소득세를 반영하지
아니하고 정산하며, 향후 양도소득세 납부내역을 제출하는 경우 양도소득세를 반영한 세후
이익을 기준으로 재정산하여 환출하기로 합니다. (다주택으로 인하여 양도소득세가 발생된 경우 제외)
112654 (2022.06.15)
■ 수익공유형 모기지대출"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,2,처분손익 또는 평가손익의 정산,"① 채무자가 주택을 매각, 대출만기 또는 중도상환하는 경우에는 약정에 의한 처분손익(평가손익)을
대출금 상환시에 대출금원리금에 추가하여 국민은행(주택도시기금 업무수탁은행)에 지급하기로
합니다. 단, 손실이 발생한 경우에는 제외합니다.
② 상기 제①항에 따라 처분손익(평가손익)을 정산하는 경우에는 대출금 상환시 또는 대출만기시 대출
기간 중 원금 기준 평균잔액을 계산하고, 매입가격 대비 대출기간 중 원금기준 평균잔액 비율을
계산하여 처분손익(평가손익)에 그 해당 비율만큼을 지급하기로 합니다. 다만, 3년 이내에 일부를
중도상환하는 경우에는 대출 실행금액에서 해당 중도상환금을 차감하여 평균잔액을 계산합니다.
처분손익(평가손익)의 정산은 대출기간 중 원금기준 평균잔액에 연 3.5% 수익률을 적용한 금액을
최대한도로 합니다.
③ 대출개시일로 부터 3 년 이내 상환하는 경우에는 정산하지 않습니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,3,조기상환수수료,"① 채무자가 대출개시일로 부터 3 년 이내에 주택을 매각 또는 상환하는 경우에는 추가약정서
제 2 조에 추가하여 조기상환수수료를 지급하기로 합니다.
- 3년 이내 조기상환시 연 ( )%
- 조기상환수수료 = 대출금액 × 조기상환수수료율 × 경과기간(대출취급일∼상환일전일) / 365 (윤년366)
② 3 년 경과 후 상환하는 경우 조기상환수수료는 없습니다.
■ 손익공유형 모기지대출"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,4,처분손익 또는 평가손익의 정산,"① 채무자가 주택을 매각, 대출만기 또는 중도상환하는 경우에는 약정에 의한 처분손익(평가손익)을
대출금 상환시에 국민은행(주택도시기금 업무수탁은행)과 정산하기로 합니다. 정산은 대출비율
(대출금액 / 주택매입가격)을 기준으로 하며, 처분손익의 대출비율 상당액은 국민은행(주택
도시기금 업무수탁은행)에 귀속됩니다.
② 상기 ①항에 따라 처분이익이 발생할 경우에는 대출금 상환시에 대출 원리금에 추가하여 고객이
지급하며, 처분손실이 발생할 경우에는 대출금 상환시에 원리금 납부금액에서 공제하고 정산합니다.
③ 대출개시일로 부터 3 년 이내 상환하는 경우에는 정산하지 않습니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,5,조기상환수수료,"① 채무자가 대출개시일로 부터 3 년 이내에 주택을 매각 또는 상환하는 경우에는 추가약정서
제 4 조에 추가하여 조기상환수수료를 지급하기로 합니다.
- 3년 이내 조기상환시 연 ( )%
- 조기상환수수료 = 대출금액 × 조기상환수수료율 × 경과기간(대출취급일∼상환일전일) / 365 (윤년366)
② 3 년 경과 후 상환하는 경우 조기상환수수료는 없습니다.
■ 공통사항"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,6,처분손익 또는 평가손익의 확정시기,"처분손익(평가손익)은 주택매각시에, 매각없이 대출금을 중도상환할 경우에는 상환시에, 대출금
만기가 도래할 경우에는 만기시에 확정하기로 합니다. 다만, 실거래가 신고의무를 위반한 경우
에는 제 8 조에 따라, 만기가 도래하지 않고 법적절차에 의한 회수시에는 제 1 조 제⑥항에 따라
처분손익을 확정합니다.
112654 (2022.06.15)"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,7,주택 매각 계획 통보 의무,"① 매각 및 기타의 사유로 소유권을 이전하는 경우에는 소유권 이전등기 1 개월 전까지 매각 예정일자,
예정매각가격 등 소유권 이전과 관련된 ""매각계획서""를 은행에 제출하여야 합니다.
② ""매각계획서""를 제출하지 않는 경우에는 감정평가기관의 시세감정가격에서 매입가격을 차감한
금액을 처분손익으로 합니다. 단, 통보없이 매각하더라도 실거래가(매각가격)가격이 감정평가
기관의 시세감정가격 보다 높은 경우에는 매각가격에서 매입가격을 차감한 금액을 처분손익으로
합니다.
③ 고객이 제 2 조제 2 항에 따라 처분(평가)손익을 최대한도로 정산 요청하는 경우에는 제 1 항과
제 2 항을 적용하지 않습니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,8,매각가격의 검증,"① 은행은 ""매각계획서""가 접수되면 감정평가기관에 해당 주택에 대해 시세감정을 의뢰하고,
감정평가기관의 시세감정가격을 고객에게 통보하기로 합니다.
② 매각계획서상 예정가격이 시세감정가격보다 5%(3 억원 이하 주택의 경우) 또는 15 백만원(3 억원
초과 주택의 경우) 이상 적게 신고된 경우에는 부동산중개업자가 서명한 실거래가 확인서를
은행이 요구할 수 있습니다.
③ 대출받은 자는 주택을 매각시 매매계약서를 제출하고, 매각가격이 시세감정가격보다 5%(3 억원
이하 주택의 경우) 또는 15 백만원(3 억원 초과 주택의 경우) 이상 적게 기재된 경우 은행은
매각가격을 검증 합니다.
④ 은행은 매각가격 검증 결과 실거래가 신고의무 위반사항이 적발되면 시세감정가격에서 매입
금액을 차감한 차액을 최종 처분손익으로 확정합니다.
⑤ 고객이 제 2 조제 2 항에 따라 처분(평가)손익을 최대한도로 정산 요청하는 경우에는 제 1 항
내지 제 4 항에도 불구하고 감정평가기관의 시세감정 및 은행의 매각가격 검증을 생략합니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,9,우선매수청구권,"① 고객이 제출한 ""매각계획서""의 예정매각가격이 감정평가기관의 시세감정가격보다 10% 이상
낮을 경우에는 주택도시기금, LH 또는 주택도시보증공사는 고객에게 매각예정일 2 주 전까지
""우선매수청구권"" 행사 여부를 통지하고, 고객이 제출한 예정매각가격으로 해당 주택에
대한 ""우선매수청구권""을 행사할 수 있습니다.
다만, 고객이 제 8 조제 5 항에 따라 처분손익을 최대한도로 정산 요청하는 경우 우선매수청구
권을 행사하지 않습니다.
② ""우선매수청구권"" 행사 통지에도 불구하고, 당해 주택을 제 3 자에게 매각한 경우에는 매각
가격이 아닌 감정평가기관의 시세감정가액으로 처분손익을 산정합니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,10,임의 처분 금지 사항,"은행의 동의없이 주택을 처분하거나, 주택을 처분 후 본건 대출을 상환하지 않는 경우 기한이익을
상실 하기로 하며, 위 사항을 위반할 경우 민·형사상의 불이익을 받을 수 있습니다.
112654 (2022.06.15)
■ 은행여신거래기본약관(가계용) 특약 사항"
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,11,비용의 부담,"은행여신거래기본약관 제 4 조에도 불구하고 한국부동산원의 시세조사비용 및 감정평가기관의 시세
감정비용은 대출 취급시 또는 만기상환시에는 은행이 부담하며, 대출개시일 이후 주택을 매각
하거나 대출금을 중도에 상환하는 경우의 시세감정비용은 채무자가 부담하기로 합니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,12,대출금 기한전 상환,"은행여신거래기본약관 제 9 조에도 불구하고 대출금의 일부 상환은 실행일로부터 3 년 이내에서
최초 취급된 대출금액의 최대 50%까지 백만원 단위로 가능하며, 전액을 상환하는 경우에는 7 영업일
전까지 은행에 통보하여야 합니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,13,기한이익 상실,"고객이 처분손익(평가손익)을 정산하지 않는 경우에는 은행여신거래기본약관 제 7 조 제④항에
따라 은행은 처분손익(평가손익)의 정산을 서면으로 독촉하고, 그 통지의 도달일부터 10 일 이상으로
은행이 정한 기간이 경과하면 채무자는 은행에 대해 당해 채무 전부의 기한이익을 상실하여,
곧 이를 갚아야 할 의무를 집니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,14,변제 · 일부 상계와 충당,"채무자가 변제하거나 은행이 은행여신거래기본약관 제 10 조에 의한 상계를 할 경우에는 은행여
신거래기본약관 제 13 조 제①항에도 불구하고 채무변제의 순서는 비용, 이자, 조기상환수수료,
원금, 처분손익의 순서로 충당하기로 합니다. 그러나 은행은 채무자에게 불리하지 않은 범위내
에서 충당순서를 달리 할 수 있습니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,15,기타,"상기 약정에서 특별히 정하지 않은 사항은 국토교통부의 「주택도시기금 운용 및 관리규정」, 「기금
운용계획」에 따르기로 합니다."
KB_bank,대출,수익공유형 및 손익공유형 모기지대출 추가약정서,16,기타 특약 사항,112654 (2022.06.15)
KB_bank,대출,안전망대출II에 따른 추가약정서,전문,,"동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
KB 안전망 대출Ⅱ에 따른 추가약정서
본인은 귀행과 체결한 년 월 일자 『대출거래약정』 (이하 “대출약정”이라 한다)에 추가하여 귀행 및 주
식회사 국민행복기금(이하 ""기금"")과 다음과 같이 약정합니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,1,보증부대출,"본인이 귀행과 체결한 대출약정은 기금이 발급하는 신용보증서를 기초로 한 대출임
을 확인하고 다음의 사항에 동의합니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,2,대출이자 및 보증료의 계산,"①본인이 귀행 및 기금에 매월 납부하여야 하는 대출원리금과 보증
료를 합한 총 상환금은 대출원금에 대하여 대출이자율(_ __%)과 보증료율(__ _%)을 합한 율(_ __%)을
적용하여 계산한 금액으로 합니다.
②제1항에서 정한 바에 따라 본인이 귀행에 매월 납입하여야 할 대출원리금과 보증료를 합한 월상환금
을 매월 성실히 납부하기로 합니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,3,보증료 납입,"본인은 대출약정에서 정한 매 회차별 대출원리금 상환시 기금에 납부하여야 할 보
증료를 동시에 납부하기로 합니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,4,기한전의 채무변제의무,"은행여신거래기본약관 제7조제2항제2호에 불구하고 분할상환금 또는
분할상환원리금의 지급을 3회 이상 연속하여 지체한 때 채무자는 당해 채무의 기한의 이익을 상실하
여 곧 이를 갚아야 할 의무를 집니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,5,상환유예 및 만기연장,"①본인은 정상상환하고 있는 중에 실직, 질병 또는 사고가 발생한 경우에
는 귀행에게 최대 1년 이내의 기간에 대하여 상환유예 및 만기연장을 신청할 수 있습니다.
②상환유예 기간 중에는 대출이자와 보증료만 납부하고 원금상환은 유예됩니다.
③귀행이 상환유예 결정을 통보한 때에는 기금에 별도로 통보하지 않더라도 기금의 신용보증 조건은
해당 상환유예 조건에 따라 자동으로 변경된 것으로 봅니다.
④제1항에도 불구하고 본인과 귀행 사이에 상환유예 방법을 다르게 적용하기로 합의한 경우에는 그 방
법에 따를 수 있습니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,6,추가약정의 효력,"이 추가약정서에서 정한 사항은 대출약정, 본인과 기금이 체결한 보증거래약정
및 귀행 또는 기금의 약관에 우선하여 적용됩니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,7,보증료 자동이체,"본인은 대출금 이자를 자동이체 방식에 의하여 납부하는 경우, 보증료를 대출
원리금 자동이체 출금계좌에서 인출하여 수납처리 하여 줄 것을 신청 하며, 보증료 자동이체와 관련
한 사항에 대하여는 대출은행의 자동이체 약관을 따르기로 합니다.
동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다."
KB_bank,대출,안전망대출II에 따른 추가약정서,8,기타,"이 추가약정서는 본인과 귀행 및 기금을 대리한 귀행이 체결한 것입니다.
본인은 귀행과 『대출거래약정』을 체결함에 있어, 이 추가약정서의 모든 조항을 충분히 이해하고 아래
와 같이 서명 날인합니다.
20 년 월 일
본인(대출받는자) 성 명 : (인)
생년월일(주민등록번호기준) :
주 소 :
주식회사 국민행복기금 및 국민은행 귀중"
KB_bank,대출,은행거래기본약관,1,적용범위,"이 약관은 주택자금 기타의 가계자금대출과 이에 준하는 가계부업자금대출, 지급보증 등의 가계
용 여신에 관련된 은행과 개인인 채무자 사이의 모든 거래에 적용됩니다."
KB_bank,대출,은행거래기본약관,2,어음채권과 여신채권,"채무자(차주, 지급보증신청인 등 은행에 대하여 채무를 부담하는 사람을 말합니다. 이하 같습니
다)가 발행ㆍ배서ㆍ보증ㆍ인수한 어음에 의한 여신의 경우, 은행은 어음채권 또는 여신채권의 어
느 것에 의하여도 청구할 수 있습니다."
